1,0,0,9.83803027195
1,1,9.83803027195,96.6804494251
1,0,96.6804494251,178.379152299
1,1,178.379152299,287.929009784
1,0,287.929009784,698.222592369
1,1,698.222592369,810.683047232
1,0,810.683047232,1754.82027743
1,1,1754.82027743,2435.33209292
1,0,2435.33209292,2878.25817023
1,1,2878.25817023,3419.65929309
1,0,3419.65929309,3612.03918723
1,1,3612.03918723,3616.06616025
1,0,3616.06616025,4025.68272173
1,1,4025.68272173,4731.48726089
1,0,4731.48726089,4748.27883486
1,1,4748.27883486,5146.63492437
1,0,5146.63492437,5292.21923045
1,1,5292.21923045,5394.03949743
1,0,5394.03949743,5744.63595228
1,1,5744.63595228,6698.53678459
1,0,6698.53678459,6715.64514397
1,1,6715.64514397,6963.19233756
1,0,6963.19233756,7605.10845063
1,1,7605.10845063,7838.25715997
1,0,7838.25715997,8000.01381863
1,1,8000.01381863,8458.82715182
1,0,8458.82715182,8524.3657288
1,1,8524.3657288,9189.08266372
1,0,9189.08266372,9539.11119701
1,1,9539.11119701,9825.13063667
1,0,9825.13063667,9978.10569213
1,1,9978.10569213,10553.4996818
1,0,10553.4996818,11044.2192823
1,1,11044.2192823,11975.4824359
1,0,11975.4824359,12336.589942
1,1,12336.589942,12428.6036775
1,0,12428.6036775,12801.3119784
1,1,12801.3119784,12844.4377082
1,0,12844.4377082,13504.977699
1,1,13504.977699,14027.1431563
1,0,14027.1431563,14314.432754
1,1,14314.432754,14475.9491511
1,0,14475.9491511,14590.8678719
1,1,14590.8678719,14873.4793669
1,0,14873.4793669,15182.5002006
1,1,15182.5002006,15555.2156693
1,0,15555.2156693,15671.781571
1,1,15671.781571,16128.3601953
1,0,16128.3601953,16254.6584478
1,1,16254.6584478,16347.7175338
1,0,16347.7175338,16902.3760703
1,1,16902.3760703,16949.2308028
1,0,16949.2308028,17289.4467931
1,1,17289.4467931,17377.1381979
1,0,17377.1381979,17380.4681243
1,1,17380.4681243,17496.6352262
1,0,17496.6352262,17540.7817678
1,1,17540.7817678,17552.792236
1,0,17552.792236,17731.7264545
1,1,17731.7264545,18067.9895408
1,0,18067.9895408,18262.6659355
1,1,18262.6659355,18616.9661791
1,0,18616.9661791,18721.8632014
1,1,18721.8632014,19512.9671105
1,0,19512.9671105,19671.9403193
1,1,19671.9403193,19856.6054052
1,0,19856.6054052,19857.8690289
1,1,19857.8690289,19938.5592016
1,0,19938.5592016,20724.7251436
1,1,20724.7251436,20728.3040971
1,0,20728.3040971,20854.3043294
1,1,20854.3043294,21103.3042667
1,0,21103.3042667,21360.7502636
1,1,21360.7502636,21923.1513759
1,0,21923.1513759,22366.0929418
1,1,22366.0929418,22424.5087223
1,0,22424.5087223,22487.2998696
1,1,22487.2998696,22498.7626511
1,0,22498.7626511,22592.9828248
1,1,22592.9828248,22624.2020372
1,0,22624.2020372,22661.8933296
1,1,22661.8933296,22699.2815044
1,0,22699.2815044,22753.1837549
1,1,22753.1837549,23652.3540419
1,0,23652.3540419,24341.5541909
1,1,24341.5541909,24576.1957462
1,0,24576.1957462,24768.6278461
1,1,24768.6278461,24774.7678382
1,0,24774.7678382,25274.5640489
1,1,25274.5640489,25520.6619656
1,0,25520.6619656,25524.3312178
1,1,25524.3312178,25804.3977405
1,0,25804.3977405,25867.224775
1,1,25867.224775,25962.8597795
1,0,25962.8597795,26384.9147426
1,1,26384.9147426,27212.4191503
1,0,27212.4191503,27402.6384748
1,1,27402.6384748,27585.1534538
1,0,27585.1534538,27901.5566133
1,1,27901.5566133,27940.4912545
1,0,27940.4912545,27973.93523
1,1,27973.93523,28565.2170629
1,0,28565.2170629,29374.5906845
1,1,29374.5906845,29569.7863759
1,0,29569.7863759,29590.8118265
1,1,29590.8118265,29948.2522072
1,0,29948.2522072,30251.1802678
1,1,30251.1802678,30298.4972665
1,0,30298.4972665,30835.5874409
1,1,30835.5874409,30856.1504271
1,0,30856.1504271,31095.0939229
1,1,31095.0939229,31208.1275109
1,0,31208.1275109,31623.1765741
1,1,31623.1765741,32010.9615071
1,0,32010.9615071,32119.2992624
1,1,32119.2992624,32454.3377871
1,0,32454.3377871,32886.848202
1,1,32886.848202,33051.8009547
1,0,33051.8009547,33070.7379586
1,1,33070.7379586,33103.3022786
1,0,33103.3022786,33479.184639
1,1,33479.184639,33485.020072
1,0,33485.020072,33558.0410391
1,1,33558.0410391,33603.4780792
1,0,33603.4780792,33814.6980594
1,1,33814.6980594,33821.0934818
1,0,33821.0934818,33913.0300789
1,1,33913.0300789,34167.5884916
1,0,34167.5884916,34176.043123
1,1,34176.043123,34366.9895558
1,0,34366.9895558,34678.70394
1,1,34678.70394,34688.5643164
1,0,34688.5643164,35128.9694157
1,1,35128.9694157,35129.8811269
1,0,35129.8811269,35610.7450608
1,1,35610.7450608,36232.4464324
1,0,36232.4464324,36316.1207017
1,1,36316.1207017,36480.6249648
1,0,36480.6249648,37270.0002761
1,1,37270.0002761,37278.847179
1,0,37278.847179,37590.1624836
1,1,37590.1624836,38010.3545538
1,0,38010.3545538,38034.4466072
1,1,38034.4466072,38256.7035721
1,0,38256.7035721,38277.2089118
1,1,38277.2089118,38287.4840486
1,0,38287.4840486,38677.3483911
1,1,38677.3483911,38994.9942083
1,0,38994.9942083,39371.1700701
1,1,39371.1700701,39561.5073255
1,0,39561.5073255,40110.3607229
1,1,40110.3607229,40305.5611298
1,0,40305.5611298,40511.9136682
1,1,40511.9136682,41402.7785127
1,0,41402.7785127,41492.8529849
1,1,41492.8529849,41591.3293305
1,0,41591.3293305,41613.6506028
1,1,41613.6506028,41782.7510889
1,0,41782.7510889,42721.1777081
1,1,42721.1777081,43458.9333386
1,0,43458.9333386,43558.9585334
1,1,43558.9585334,43561.1805532
